,Selection Name,arrival_dayofweek_0,arrival_dayofweek_1,arrival_dayofweek_2,arrival_dayofweek_3,arrival_dayofweek_4,arrival_dayofweek_5,arrival_dayofweek_6,arrival_isweekend,avg_price_per_room_cat_0 to 50,avg_price_per_room_cat_100 to 150,avg_price_per_room_cat_150 to 200,avg_price_per_room_cat_200 to 300,avg_price_per_room_cat_50 to 100,avg_price_per_room_cat_greater than 300,avg_price_per_room_scaled,booking_dayofweek_0,booking_dayofweek_1,booking_dayofweek_2,booking_dayofweek_3,booking_dayofweek_4,booking_dayofweek_5,booking_dayofweek_6,booking_isweekend,cancellation_type_all_cancelled,cancellation_type_all_successful,cancellation_type_mixed,cancellation_type_no_booking,have_special_requests,lead_time_cat_0 to 50,lead_time_cat_100 to 150,lead_time_cat_150 to 200,lead_time_cat_200 to 300,lead_time_cat_50 to 100,lead_time_cat_greater than 300,lead_time_scaled,market_segment_type_aviation,market_segment_type_complementary,market_segment_type_corporate,market_segment_type_offline,market_segment_type_online,no_of_adults_scaled,no_of_children_scaled,no_of_customers_scaled,no_of_nights_scaled,no_of_previous_bookings_not_canceled_scaled,no_of_previous_bookings_scaled,no_of_previous_cancellations_scaled,no_of_special_requests_scaled,no_of_week_nights_scaled,no_of_weekend_nights_scaled,num_of_customers_and_room_type_mismatch,perc_adults_scaled,perc_weekday_nights_scaled,previous_cancellation_rate_scaled,repeated_guest,required_car_parking_space,room_type_reserved_room_type 1,room_type_reserved_room_type 2,room_type_reserved_room_type 3,room_type_reserved_room_type 4,room_type_reserved_room_type 5,room_type_reserved_room_type 6,room_type_reserved_room_type 7,solo_traveller,stay_type_hour_room,stay_type_mixed,stay_type_weekday_only,stay_type_weekend_only,traveller_type_adults_only,traveller_type_children_only,traveller_type_mixed,type_of_meal_plan_meal plan 1,type_of_meal_plan_meal plan 2,type_of_meal_plan_meal plan 3,type_of_meal_plan_not selected
0,RFECV,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True
